model_name,condition,identifier,class_id,class_name,cosine_similarity
clip_vit_b_32_linear,translation_32_right,test_00632,3,cat,0.93251085
clip_vit_b_32_linear,translation_32_right,test_00131,9,truck,0.9660435
clip_vit_b_32_linear,translation_32_right,test_07081,7,monkey,0.97455513
clip_vit_b_32_linear,translation_32_right,test_01836,9,truck,0.97776926
clip_vit_b_32_linear,translation_32_right,test_06437,0,airplane,0.9539074
clip_vit_b_32_linear,translation_32_right,test_06609,0,airplane,0.9844172
clip_vit_b_32_linear,translation_32_right,test_03467,7,monkey,0.97396594
clip_vit_b_32_linear,translation_32_right,test_01401,3,cat,0.9747189
clip_vit_b_32_linear,translation_32_right,test_01839,2,car,0.9478112
clip_vit_b_32_linear,translation_32_right,test_04168,3,cat,0.9802906
clip_vit_b_32_linear,translation_32_right,test_00035,2,car,0.9717041
clip_vit_b_32_linear,translation_32_right,test_04177,8,ship,0.95567954
clip_vit_b_32_linear,translation_32_right,test_07270,7,monkey,0.94040895
clip_vit_b_32_linear,translation_32_right,test_02265,5,dog,0.9869629
clip_vit_b_32_linear,translation_32_right,test_03288,7,monkey,0.97006726
clip_vit_b_32_linear,translation_32_right,test_05451,8,ship,0.98447984
clip_vit_b_32_linear,translation_32_right,test_04023,3,cat,0.95853066
clip_vit_b_32_linear,translation_32_right,test_00261,1,bird,0.9832306
clip_vit_b_32_linear,translation_32_right,test_04570,5,dog,0.9371549
clip_vit_b_32_linear,translation_32_right,test_04966,5,dog,0.9154695
clip_vit_b_32_linear,translation_32_right,test_07955,1,bird,0.93430537
clip_vit_b_32_linear,translation_32_right,test_06288,4,deer,0.96330416
clip_vit_b_32_linear,translation_32_right,test_07810,8,ship,0.95533884
clip_vit_b_32_linear,translation_32_right,test_01927,7,monkey,0.97538394
clip_vit_b_32_linear,translation_32_right,test_01871,1,bird,0.9718459
clip_vit_b_32_linear,translation_32_right,test_06922,5,dog,0.9492817
clip_vit_b_32_linear,translation_32_right,test_03512,4,deer,0.9742649
clip_vit_b_32_linear,translation_32_right,test_04754,6,horse,0.97472066
clip_vit_b_32_linear,translation_32_right,test_00714,2,car,0.9535586
clip_vit_b_32_linear,translation_32_right,test_02191,8,ship,0.9681568
clip_vit_b_32_linear,translation_32_right,test_04615,0,airplane,0.9770269
clip_vit_b_32_linear,translation_32_right,test_04662,8,ship,0.9812646
clip_vit_b_32_linear,translation_32_right,test_05915,9,truck,0.9433438
clip_vit_b_32_linear,translation_32_right,test_00766,4,deer,0.98004776
clip_vit_b_32_linear,translation_32_right,test_05218,2,car,0.96820253
clip_vit_b_32_linear,translation_32_right,test_02340,8,ship,0.9843634
clip_vit_b_32_linear,translation_32_right,test_01954,8,ship,0.9637533
clip_vit_b_32_linear,translation_32_right,test_07875,8,ship,0.974134
clip_vit_b_32_linear,translation_32_right,test_03418,6,horse,0.9556802
clip_vit_b_32_linear,translation_32_right,test_05572,9,truck,0.9600951
clip_vit_b_32_linear,translation_32_right,test_05977,7,monkey,0.97095114
clip_vit_b_32_linear,translation_32_right,test_05123,1,bird,0.98802435
