model_name,condition,identifier,class_id,class_name,cosine_similarity
clip_vit_b_32_linear,translation_32_down,test_00632,3,cat,0.96050066
clip_vit_b_32_linear,translation_32_down,test_00131,9,truck,0.95822096
clip_vit_b_32_linear,translation_32_down,test_07081,7,monkey,0.9844783
clip_vit_b_32_linear,translation_32_down,test_01836,9,truck,0.98681414
clip_vit_b_32_linear,translation_32_down,test_06437,0,airplane,0.9845692
clip_vit_b_32_linear,translation_32_down,test_06609,0,airplane,0.9799851
clip_vit_b_32_linear,translation_32_down,test_03467,7,monkey,0.9677167
clip_vit_b_32_linear,translation_32_down,test_01401,3,cat,0.9855816
clip_vit_b_32_linear,translation_32_down,test_01839,2,car,0.9839214
clip_vit_b_32_linear,translation_32_down,test_04168,3,cat,0.98380405
clip_vit_b_32_linear,translation_32_down,test_00035,2,car,0.98150855
clip_vit_b_32_linear,translation_32_down,test_04177,8,ship,0.9904504
clip_vit_b_32_linear,translation_32_down,test_07270,7,monkey,0.95384824
clip_vit_b_32_linear,translation_32_down,test_02265,5,dog,0.97976327
clip_vit_b_32_linear,translation_32_down,test_03288,7,monkey,0.98255205
clip_vit_b_32_linear,translation_32_down,test_05451,8,ship,0.95733863
clip_vit_b_32_linear,translation_32_down,test_04023,3,cat,0.9532711
clip_vit_b_32_linear,translation_32_down,test_00261,1,bird,0.9355024
clip_vit_b_32_linear,translation_32_down,test_04570,5,dog,0.9768481
clip_vit_b_32_linear,translation_32_down,test_04966,5,dog,0.98537326
clip_vit_b_32_linear,translation_32_down,test_07955,1,bird,0.9851648
clip_vit_b_32_linear,translation_32_down,test_06288,4,deer,0.9536617
clip_vit_b_32_linear,translation_32_down,test_07810,8,ship,0.9782716
clip_vit_b_32_linear,translation_32_down,test_01927,7,monkey,0.95143116
clip_vit_b_32_linear,translation_32_down,test_01871,1,bird,0.9805018
clip_vit_b_32_linear,translation_32_down,test_06922,5,dog,0.9324801
clip_vit_b_32_linear,translation_32_down,test_03512,4,deer,0.99600685
clip_vit_b_32_linear,translation_32_down,test_04754,6,horse,0.9688809
clip_vit_b_32_linear,translation_32_down,test_00714,2,car,0.97022516
clip_vit_b_32_linear,translation_32_down,test_02191,8,ship,0.9832732
clip_vit_b_32_linear,translation_32_down,test_04615,0,airplane,0.98552966
clip_vit_b_32_linear,translation_32_down,test_04662,8,ship,0.9941561
