model_name,condition,identifier,class_id,class_name,cosine_similarity
vit_b_16_linear,translation_8_left,test_00632,3,cat,0.9688815
vit_b_16_linear,translation_8_left,test_00131,9,truck,0.951057
vit_b_16_linear,translation_8_left,test_07081,7,monkey,0.9722724
vit_b_16_linear,translation_8_left,test_01836,9,truck,0.9781508
vit_b_16_linear,translation_8_left,test_06437,0,airplane,0.9740355
vit_b_16_linear,translation_8_left,test_06609,0,airplane,0.983315
vit_b_16_linear,translation_8_left,test_03467,7,monkey,0.9497178
vit_b_16_linear,translation_8_left,test_01401,3,cat,0.8731472
vit_b_16_linear,translation_8_left,test_01839,2,car,0.9698117
vit_b_16_linear,translation_8_left,test_04168,3,cat,0.926578
vit_b_16_linear,translation_8_left,test_00035,2,car,0.96416444
vit_b_16_linear,translation_8_left,test_04177,8,ship,0.86266506
vit_b_16_linear,translation_8_left,test_07270,7,monkey,0.9413076
vit_b_16_linear,translation_8_left,test_02265,5,dog,0.94308436
vit_b_16_linear,translation_8_left,test_03288,7,monkey,0.97699696
vit_b_16_linear,translation_8_left,test_05451,8,ship,0.9793627
vit_b_16_linear,translation_8_left,test_04023,3,cat,0.9714838
vit_b_16_linear,translation_8_left,test_00261,1,bird,0.9912071
vit_b_16_linear,translation_8_left,test_04570,5,dog,0.95234776
vit_b_16_linear,translation_8_left,test_04966,5,dog,0.9420515
vit_b_16_linear,translation_8_left,test_07955,1,bird,0.9776798
vit_b_16_linear,translation_8_left,test_06288,4,deer,0.91438127
vit_b_16_linear,translation_8_left,test_07810,8,ship,0.9709716
vit_b_16_linear,translation_8_left,test_01927,7,monkey,0.9659125
vit_b_16_linear,translation_8_left,test_01871,1,bird,0.9813194
vit_b_16_linear,translation_8_left,test_06922,5,dog,0.94163245
vit_b_16_linear,translation_8_left,test_03512,4,deer,0.8966165
vit_b_16_linear,translation_8_left,test_04754,6,horse,0.9440705
vit_b_16_linear,translation_8_left,test_00714,2,car,0.8743379
vit_b_16_linear,translation_8_left,test_02191,8,ship,0.9606226
vit_b_16_linear,translation_8_left,test_04615,0,airplane,0.97061104
vit_b_16_linear,translation_8_left,test_04662,8,ship,0.9797513
vit_b_16_linear,translation_8_left,test_05915,9,truck,0.94097954
vit_b_16_linear,translation_8_left,test_00766,4,deer,0.9229025
vit_b_16_linear,translation_8_left,test_05218,2,car,0.9803713
vit_b_16_linear,translation_8_left,test_02340,8,ship,0.97263515
vit_b_16_linear,translation_8_left,test_01954,8,ship,0.95668143
vit_b_16_linear,translation_8_left,test_07875,8,ship,0.9727148
vit_b_16_linear,translation_8_left,test_03418,6,horse,0.98478425
vit_b_16_linear,translation_8_left,test_05572,9,truck,0.96535265
vit_b_16_linear,translation_8_left,test_05977,7,monkey,0.98529255
vit_b_16_linear,translation_8_left,test_05123,1,bird,0.96133655
vit_b_16_linear,translation_8_left,test_05851,9,truck,0.99030304
vit_b_16_linear,translation_8_left,test_04094,9,truck,0.9745608
vit_b_16_linear,translation_8_left,test_04254,6,horse,0.9500198
vit_b_16_linear,translation_8_left,test_02501,7,monkey,0.9599054
vit_b_16_linear,translation_8_left,test_06938,1,bird,0.9768872
vit_b_16_linear,translation_8_left,test_00171,4,deer,0.9433383
vit_b_16_linear,translation_8_left,test_04215,3,cat,0.926557
vit_b_16_linear,translation_8_left,test_05705,8,ship,0.9288367
vit_b_16_linear,translation_8_left,test_03458,4,deer,0.9193597
vit_b_16_linear,translation_8_left,test_01220,7,monkey,0.98364294
vit_b_16_linear,translation_8_left,test_00962,8,ship,0.9594834
vit_b_16_linear,translation_8_left,test_02950,5,dog,0.9357358
vit_b_16_linear,translation_8_left,test_02623,5,dog,0.8551386
vit_b_16_linear,translation_8_left,test_04539,0,airplane,0.9697303
vit_b_16_linear,translation_8_left,test_01553,0,airplane,0.96314454
vit_b_16_linear,translation_8_left,test_04740,4,deer,0.9249785
vit_b_16_linear,translation_8_left,test_06844,0,airplane,0.96174645
vit_b_16_linear,translation_8_left,test_02668,7,monkey,0.9725234
vit_b_16_linear,translation_8_left,test_03153,7,monkey,0.9793198
vit_b_16_linear,translation_8_left,test_05135,4,deer,0.8954653
vit_b_16_linear,translation_8_left,test_02291,3,cat,0.93731403
vit_b_16_linear,translation_8_left,test_00116,1,bird,0.9499182
vit_b_16_linear,translation_8_left,test_07797,3,cat,0.9312341
