model_name,condition,identifier,class_id,class_name,cosine_similarity
clip_vit_b_32_linear,translation_16_up,test_00632,3,cat,0.9653038
clip_vit_b_32_linear,translation_16_up,test_00131,9,truck,0.97822815
clip_vit_b_32_linear,translation_16_up,test_07081,7,monkey,0.95659655
clip_vit_b_32_linear,translation_16_up,test_01836,9,truck,0.9857051
clip_vit_b_32_linear,translation_16_up,test_06437,0,airplane,0.98056376
clip_vit_b_32_linear,translation_16_up,test_06609,0,airplane,0.96573806
clip_vit_b_32_linear,translation_16_up,test_03467,7,monkey,0.9581617
clip_vit_b_32_linear,translation_16_up,test_01401,3,cat,0.96717775
clip_vit_b_32_linear,translation_16_up,test_01839,2,car,0.9738425
clip_vit_b_32_linear,translation_16_up,test_04168,3,cat,0.97391486
clip_vit_b_32_linear,translation_16_up,test_00035,2,car,0.97105753
clip_vit_b_32_linear,translation_16_up,test_04177,8,ship,0.9889995
clip_vit_b_32_linear,translation_16_up,test_07270,7,monkey,0.9452909
clip_vit_b_32_linear,translation_16_up,test_02265,5,dog,0.98278326
clip_vit_b_32_linear,translation_16_up,test_03288,7,monkey,0.9556837
clip_vit_b_32_linear,translation_16_up,test_05451,8,ship,0.9794735
clip_vit_b_32_linear,translation_16_up,test_04023,3,cat,0.954179
clip_vit_b_32_linear,translation_16_up,test_00261,1,bird,0.9569583
clip_vit_b_32_linear,translation_16_up,test_04570,5,dog,0.97849023
clip_vit_b_32_linear,translation_16_up,test_04966,5,dog,0.976956
clip_vit_b_32_linear,translation_16_up,test_07955,1,bird,0.9647344
clip_vit_b_32_linear,translation_16_up,test_06288,4,deer,0.95526713
clip_vit_b_32_linear,translation_16_up,test_07810,8,ship,0.9798696
clip_vit_b_32_linear,translation_16_up,test_01927,7,monkey,0.9675046
clip_vit_b_32_linear,translation_16_up,test_01871,1,bird,0.99017584
clip_vit_b_32_linear,translation_16_up,test_06922,5,dog,0.951084
clip_vit_b_32_linear,translation_16_up,test_03512,4,deer,0.9881134
clip_vit_b_32_linear,translation_16_up,test_04754,6,horse,0.979178
clip_vit_b_32_linear,translation_16_up,test_00714,2,car,0.8749904
clip_vit_b_32_linear,translation_16_up,test_02191,8,ship,0.9595479
clip_vit_b_32_linear,translation_16_up,test_04615,0,airplane,0.96350133
clip_vit_b_32_linear,translation_16_up,test_04662,8,ship,0.98682976
clip_vit_b_32_linear,translation_16_up,test_05915,9,truck,0.9581683
clip_vit_b_32_linear,translation_16_up,test_00766,4,deer,0.9700188
clip_vit_b_32_linear,translation_16_up,test_05218,2,car,0.9756467
clip_vit_b_32_linear,translation_16_up,test_02340,8,ship,0.97419524
clip_vit_b_32_linear,translation_16_up,test_01954,8,ship,0.9629928
clip_vit_b_32_linear,translation_16_up,test_07875,8,ship,0.98289424
clip_vit_b_32_linear,translation_16_up,test_03418,6,horse,0.9317222
clip_vit_b_32_linear,translation_16_up,test_05572,9,truck,0.975825
clip_vit_b_32_linear,translation_16_up,test_05977,7,monkey,0.96286136
clip_vit_b_32_linear,translation_16_up,test_05123,1,bird,0.9425957
clip_vit_b_32_linear,translation_16_up,test_05851,9,truck,0.99076915
clip_vit_b_32_linear,translation_16_up,test_04094,9,truck,0.96489364
clip_vit_b_32_linear,translation_16_up,test_04254,6,horse,0.9750027
clip_vit_b_32_linear,translation_16_up,test_02501,7,monkey,0.9667738
clip_vit_b_32_linear,translation_16_up,test_06938,1,bird,0.97073257
clip_vit_b_32_linear,translation_16_up,test_00171,4,deer,0.95791477
clip_vit_b_32_linear,translation_16_up,test_04215,3,cat,0.97605014
clip_vit_b_32_linear,translation_16_up,test_05705,8,ship,0.9751856
clip_vit_b_32_linear,translation_16_up,test_03458,4,deer,0.9760482
clip_vit_b_32_linear,translation_16_up,test_01220,7,monkey,0.9626418
clip_vit_b_32_linear,translation_16_up,test_00962,8,ship,0.9749798
clip_vit_b_32_linear,translation_16_up,test_02950,5,dog,0.9790181
clip_vit_b_32_linear,translation_16_up,test_02623,5,dog,0.9608135
clip_vit_b_32_linear,translation_16_up,test_04539,0,airplane,0.96258116
clip_vit_b_32_linear,translation_16_up,test_01553,0,airplane,0.9561464
clip_vit_b_32_linear,translation_16_up,test_04740,4,deer,0.9316552
clip_vit_b_32_linear,translation_16_up,test_06844,0,airplane,0.9771538
clip_vit_b_32_linear,translation_16_up,test_02668,7,monkey,0.96001977
clip_vit_b_32_linear,translation_16_up,test_03153,7,monkey,0.9425069
clip_vit_b_32_linear,translation_16_up,test_05135,4,deer,0.97190726
clip_vit_b_32_linear,translation_16_up,test_02291,3,cat,0.95283484
clip_vit_b_32_linear,translation_16_up,test_00116,1,bird,0.96864146
clip_vit_b_32_linear,translation_16_up,test_07797,3,cat,0.94628227
clip_vit_b_32_linear,translation_16_up,test_04609,3,cat,0.9667276
clip_vit_b_32_linear,translation_16_up,test_00081,0,airplane,0.9759618
clip_vit_b_32_linear,translation_16_up,test_05580,6,horse,0.9757365
clip_vit_b_32_linear,translation_16_up,test_03024,2,car,0.97582954
clip_vit_b_32_linear,translation_16_up,test_02766,5,dog,0.92037475
clip_vit_b_32_linear,translation_16_up,test_05000,8,ship,0.9793583
clip_vit_b_32_linear,translation_16_up,test_02610,6,horse,0.9694876
clip_vit_b_32_linear,translation_16_up,test_02024,0,airplane,0.9836778
clip_vit_b_32_linear,translation_16_up,test_06097,4,deer,0.97866166
clip_vit_b_32_linear,translation_16_up,test_00964,6,horse,0.93472105
clip_vit_b_32_linear,translation_16_up,test_07634,0,airplane,0.98233753
clip_vit_b_32_linear,translation_16_up,test_06434,8,ship,0.9691521
clip_vit_b_32_linear,translation_16_up,test_05183,2,car,0.96132976
clip_vit_b_32_linear,translation_16_up,test_06986,0,airplane,0.9611462
clip_vit_b_32_linear,translation_16_up,test_00645,5,dog,0.98230994
clip_vit_b_32_linear,translation_16_up,test_03347,0,airplane,0.9846826
clip_vit_b_32_linear,translation_16_up,test_05677,2,car,0.97347206
clip_vit_b_32_linear,translation_16_up,test_03412,8,ship,0.9731742
clip_vit_b_32_linear,translation_16_up,test_03937,1,bird,0.9832341
