model_name,condition,identifier,class_id,class_name,cosine_similarity
clip_vit_b_32_linear,translation_16_left,test_00632,3,cat,0.97828126
clip_vit_b_32_linear,translation_16_left,test_00131,9,truck,0.913487
clip_vit_b_32_linear,translation_16_left,test_07081,7,monkey,0.9493305
clip_vit_b_32_linear,translation_16_left,test_01836,9,truck,0.9762229
clip_vit_b_32_linear,translation_16_left,test_06437,0,airplane,0.9642316
clip_vit_b_32_linear,translation_16_left,test_06609,0,airplane,0.97562325
clip_vit_b_32_linear,translation_16_left,test_03467,7,monkey,0.9639408
clip_vit_b_32_linear,translation_16_left,test_01401,3,cat,0.98070115
clip_vit_b_32_linear,translation_16_left,test_01839,2,car,0.9696565
clip_vit_b_32_linear,translation_16_left,test_04168,3,cat,0.9675698
clip_vit_b_32_linear,translation_16_left,test_00035,2,car,0.93887043
clip_vit_b_32_linear,translation_16_left,test_04177,8,ship,0.9718481
clip_vit_b_32_linear,translation_16_left,test_07270,7,monkey,0.92278516
clip_vit_b_32_linear,translation_16_left,test_02265,5,dog,0.92832696
clip_vit_b_32_linear,translation_16_left,test_03288,7,monkey,0.9768368
clip_vit_b_32_linear,translation_16_left,test_05451,8,ship,0.9785329
clip_vit_b_32_linear,translation_16_left,test_04023,3,cat,0.9731755
clip_vit_b_32_linear,translation_16_left,test_00261,1,bird,0.9856961
clip_vit_b_32_linear,translation_16_left,test_04570,5,dog,0.9680315
clip_vit_b_32_linear,translation_16_left,test_04966,5,dog,0.9628023
clip_vit_b_32_linear,translation_16_left,test_07955,1,bird,0.92838866
clip_vit_b_32_linear,translation_16_left,test_06288,4,deer,0.9516309
clip_vit_b_32_linear,translation_16_left,test_07810,8,ship,0.9695285
clip_vit_b_32_linear,translation_16_left,test_01927,7,monkey,0.8911029
clip_vit_b_32_linear,translation_16_left,test_01871,1,bird,0.9831813
clip_vit_b_32_linear,translation_16_left,test_06922,5,dog,0.967847
clip_vit_b_32_linear,translation_16_left,test_03512,4,deer,0.980094
clip_vit_b_32_linear,translation_16_left,test_04754,6,horse,0.9739003
clip_vit_b_32_linear,translation_16_left,test_00714,2,car,0.9218797
clip_vit_b_32_linear,translation_16_left,test_02191,8,ship,0.9686332
clip_vit_b_32_linear,translation_16_left,test_04615,0,airplane,0.95544285
clip_vit_b_32_linear,translation_16_left,test_04662,8,ship,0.9769967
clip_vit_b_32_linear,translation_16_left,test_05915,9,truck,0.9665615
clip_vit_b_32_linear,translation_16_left,test_00766,4,deer,0.97312635
clip_vit_b_32_linear,translation_16_left,test_05218,2,car,0.9573426
clip_vit_b_32_linear,translation_16_left,test_02340,8,ship,0.98767835
clip_vit_b_32_linear,translation_16_left,test_01954,8,ship,0.9512161
clip_vit_b_32_linear,translation_16_left,test_07875,8,ship,0.97723943
clip_vit_b_32_linear,translation_16_left,test_03418,6,horse,0.97994775
clip_vit_b_32_linear,translation_16_left,test_05572,9,truck,0.95335394
clip_vit_b_32_linear,translation_16_left,test_05977,7,monkey,0.96043164
clip_vit_b_32_linear,translation_16_left,test_05123,1,bird,0.97648394
clip_vit_b_32_linear,translation_16_left,test_05851,9,truck,0.9880164
clip_vit_b_32_linear,translation_16_left,test_04094,9,truck,0.94726926
clip_vit_b_32_linear,translation_16_left,test_04254,6,horse,0.9799505
clip_vit_b_32_linear,translation_16_left,test_02501,7,monkey,0.9666442
clip_vit_b_32_linear,translation_16_left,test_06938,1,bird,0.9581962
clip_vit_b_32_linear,translation_16_left,test_00171,4,deer,0.9754509
clip_vit_b_32_linear,translation_16_left,test_04215,3,cat,0.801476
clip_vit_b_32_linear,translation_16_left,test_05705,8,ship,0.98575336
clip_vit_b_32_linear,translation_16_left,test_03458,4,deer,0.97280425
clip_vit_b_32_linear,translation_16_left,test_01220,7,monkey,0.96110606
clip_vit_b_32_linear,translation_16_left,test_00962,8,ship,0.9762689
clip_vit_b_32_linear,translation_16_left,test_02950,5,dog,0.9731056
clip_vit_b_32_linear,translation_16_left,test_02623,5,dog,0.9623714
clip_vit_b_32_linear,translation_16_left,test_04539,0,airplane,0.9768164
clip_vit_b_32_linear,translation_16_left,test_01553,0,airplane,0.9614396
clip_vit_b_32_linear,translation_16_left,test_04740,4,deer,0.96723145
clip_vit_b_32_linear,translation_16_left,test_06844,0,airplane,0.9720074
clip_vit_b_32_linear,translation_16_left,test_02668,7,monkey,0.98099434
clip_vit_b_32_linear,translation_16_left,test_03153,7,monkey,0.946217
clip_vit_b_32_linear,translation_16_left,test_05135,4,deer,0.93780327
clip_vit_b_32_linear,translation_16_left,test_02291,3,cat,0.8587894
clip_vit_b_32_linear,translation_16_left,test_00116,1,bird,0.95940363
clip_vit_b_32_linear,translation_16_left,test_07797,3,cat,0.9526084
clip_vit_b_32_linear,translation_16_left,test_04609,3,cat,0.9199904
clip_vit_b_32_linear,translation_16_left,test_00081,0,airplane,0.92154914
clip_vit_b_32_linear,translation_16_left,test_05580,6,horse,0.9657256
clip_vit_b_32_linear,translation_16_left,test_03024,2,car,0.97666
clip_vit_b_32_linear,translation_16_left,test_02766,5,dog,0.9619489
clip_vit_b_32_linear,translation_16_left,test_05000,8,ship,0.9870615
clip_vit_b_32_linear,translation_16_left,test_02610,6,horse,0.9630439
clip_vit_b_32_linear,translation_16_left,test_02024,0,airplane,0.98233366
clip_vit_b_32_linear,translation_16_left,test_06097,4,deer,0.9788438
clip_vit_b_32_linear,translation_16_left,test_00964,6,horse,0.94077885
clip_vit_b_32_linear,translation_16_left,test_07634,0,airplane,0.97143066
clip_vit_b_32_linear,translation_16_left,test_06434,8,ship,0.9759913
clip_vit_b_32_linear,translation_16_left,test_05183,2,car,0.9525719
clip_vit_b_32_linear,translation_16_left,test_06986,0,airplane,0.9793738
clip_vit_b_32_linear,translation_16_left,test_00645,5,dog,0.96949863
clip_vit_b_32_linear,translation_16_left,test_03347,0,airplane,0.9831209
clip_vit_b_32_linear,translation_16_left,test_05677,2,car,0.9459384
clip_vit_b_32_linear,translation_16_left,test_03412,8,ship,0.9895032
clip_vit_b_32_linear,translation_16_left,test_03937,1,bird,0.9869105
clip_vit_b_32_linear,translation_16_left,test_00873,6,horse,0.9756894
clip_vit_b_32_linear,translation_16_left,test_02167,9,truck,0.9327962
clip_vit_b_32_linear,translation_16_left,test_06490,3,cat,0.97560674
clip_vit_b_32_linear,translation_16_left,test_00738,3,cat,0.9121647
clip_vit_b_32_linear,translation_16_left,test_06616,2,car,0.93535155
clip_vit_b_32_linear,translation_16_left,test_04093,6,horse,0.9565281
clip_vit_b_32_linear,translation_16_left,test_05788,9,truck,0.96706605
clip_vit_b_32_linear,translation_16_left,test_07818,8,ship,0.9834801
clip_vit_b_32_linear,translation_16_left,test_00304,1,bird,0.92153287
clip_vit_b_32_linear,translation_16_left,test_02082,2,car,0.9695903
clip_vit_b_32_linear,translation_16_left,test_02746,7,monkey,0.9548375
clip_vit_b_32_linear,translation_16_left,test_07944,4,deer,0.9727149
clip_vit_b_32_linear,translation_16_left,test_06689,8,ship,0.9700639
clip_vit_b_32_linear,translation_16_left,test_02414,9,truck,0.9803462
clip_vit_b_32_linear,translation_16_left,test_03779,6,horse,0.980343
clip_vit_b_32_linear,translation_16_left,test_02095,1,bird,0.98533565
clip_vit_b_32_linear,translation_16_left,test_07262,0,airplane,0.9711726
clip_vit_b_32_linear,translation_16_left,test_05694,8,ship,0.9554514
clip_vit_b_32_linear,translation_16_left,test_07413,5,dog,0.9774289
clip_vit_b_32_linear,translation_16_left,test_06805,1,bird,0.98251134
clip_vit_b_32_linear,translation_16_left,test_03446,7,monkey,0.9196988
clip_vit_b_32_linear,translation_16_left,test_02807,5,dog,0.9214855
clip_vit_b_32_linear,translation_16_left,test_07940,4,deer,0.95848584
clip_vit_b_32_linear,translation_16_left,test_04172,7,monkey,0.97430265
clip_vit_b_32_linear,translation_16_left,test_07744,3,cat,0.9625836
clip_vit_b_32_linear,translation_16_left,test_01586,2,car,0.95452046
clip_vit_b_32_linear,translation_16_left,test_07999,8,ship,0.96448636
clip_vit_b_32_linear,translation_16_left,test_06349,1,bird,0.9671122
clip_vit_b_32_linear,translation_16_left,test_06594,1,bird,0.97635645
clip_vit_b_32_linear,translation_16_left,test_02109,8,ship,0.9857548
clip_vit_b_32_linear,translation_16_left,test_03079,1,bird,0.9665493
clip_vit_b_32_linear,translation_16_left,test_02070,1,bird,0.8615574
clip_vit_b_32_linear,translation_16_left,test_00319,5,dog,0.95898795
clip_vit_b_32_linear,translation_16_left,test_02888,0,airplane,0.9531285
clip_vit_b_32_linear,translation_16_left,test_06224,5,dog,0.9595426
clip_vit_b_32_linear,translation_16_left,test_03353,5,dog,0.93411565
clip_vit_b_32_linear,translation_16_left,test_06244,2,car,0.87042373
clip_vit_b_32_linear,translation_16_left,test_04704,7,monkey,0.9384308
clip_vit_b_32_linear,translation_16_left,test_02427,5,dog,0.9529486
clip_vit_b_32_linear,translation_16_left,test_07995,9,truck,0.92156625
clip_vit_b_32_linear,translation_16_left,test_01124,4,deer,0.9574938
clip_vit_b_32_linear,translation_16_left,test_06733,1,bird,0.978418
clip_vit_b_32_linear,translation_16_left,test_02062,9,truck,0.9836055
clip_vit_b_32_linear,translation_16_left,test_00805,9,truck,0.968694
clip_vit_b_32_linear,translation_16_left,test_02028,3,cat,0.9704171
clip_vit_b_32_linear,translation_16_left,test_02392,2,car,0.9563954
clip_vit_b_32_linear,translation_16_left,test_03292,6,horse,0.96084744
clip_vit_b_32_linear,translation_16_left,test_01440,7,monkey,0.9750039
clip_vit_b_32_linear,translation_16_left,test_01115,1,bird,0.9257444
clip_vit_b_32_linear,translation_16_left,test_04242,8,ship,0.9898259
clip_vit_b_32_linear,translation_16_left,test_02230,8,ship,0.9624507
clip_vit_b_32_linear,translation_16_left,test_03163,2,car,0.9630271
clip_vit_b_32_linear,translation_16_left,test_00545,6,horse,0.9463271
clip_vit_b_32_linear,translation_16_left,test_03863,5,dog,0.97098196
clip_vit_b_32_linear,translation_16_left,test_04748,7,monkey,0.96698874
clip_vit_b_32_linear,translation_16_left,test_02399,4,deer,0.9737783
clip_vit_b_32_linear,translation_16_left,test_04341,6,horse,0.9619112
clip_vit_b_32_linear,translation_16_left,test_03078,4,deer,0.97621566
clip_vit_b_32_linear,translation_16_left,test_03763,4,deer,0.98469716
clip_vit_b_32_linear,translation_16_left,test_02958,6,horse,0.98522526
clip_vit_b_32_linear,translation_16_left,test_06381,6,horse,0.93478906
clip_vit_b_32_linear,translation_16_left,test_01640,8,ship,0.95773596
clip_vit_b_32_linear,translation_16_left,test_01783,8,ship,0.9780927
clip_vit_b_32_linear,translation_16_left,test_03914,3,cat,0.9858765
clip_vit_b_32_linear,translation_16_left,test_01534,6,horse,0.9210446
clip_vit_b_32_linear,translation_16_left,test_00685,5,dog,0.9462919
clip_vit_b_32_linear,translation_16_left,test_04617,0,airplane,0.9807216
clip_vit_b_32_linear,translation_16_left,test_05508,9,truck,0.96578753
clip_vit_b_32_linear,translation_16_left,test_01022,9,truck,0.9198999
clip_vit_b_32_linear,translation_16_left,test_01230,1,bird,0.94570684
clip_vit_b_32_linear,translation_16_left,test_07475,4,deer,0.9685604
clip_vit_b_32_linear,translation_16_left,test_05756,2,car,0.9327813
clip_vit_b_32_linear,translation_16_left,test_03122,4,deer,0.96474516
clip_vit_b_32_linear,translation_16_left,test_07202,1,bird,0.971728
clip_vit_b_32_linear,translation_16_left,test_04723,9,truck,0.9825381
clip_vit_b_32_linear,translation_16_left,test_01552,5,dog,0.97655094
clip_vit_b_32_linear,translation_16_left,test_00603,9,truck,0.9439913
clip_vit_b_32_linear,translation_16_left,test_02861,3,cat,0.96851474
clip_vit_b_32_linear,translation_16_left,test_06426,2,car,0.96809137
clip_vit_b_32_linear,translation_16_left,test_07864,4,deer,0.97526366
clip_vit_b_32_linear,translation_16_left,test_05729,6,horse,0.9671059
clip_vit_b_32_linear,translation_16_left,test_07474,5,dog,0.98028004
clip_vit_b_32_linear,translation_16_left,test_04298,1,bird,0.9825026
clip_vit_b_32_linear,translation_16_left,test_01175,0,airplane,0.9640802
clip_vit_b_32_linear,translation_16_left,test_03454,2,car,0.97004735
clip_vit_b_32_linear,translation_16_left,test_02754,3,cat,0.9828107
clip_vit_b_32_linear,translation_16_left,test_00855,4,deer,0.94724023
clip_vit_b_32_linear,translation_16_left,test_02854,7,monkey,0.974888
clip_vit_b_32_linear,translation_16_left,test_05092,1,bird,0.9609119
clip_vit_b_32_linear,translation_16_left,test_05590,9,truck,0.9313285
clip_vit_b_32_linear,translation_16_left,test_04463,3,cat,0.9662385
clip_vit_b_32_linear,translation_16_left,test_05318,2,car,0.9402813
clip_vit_b_32_linear,translation_16_left,test_03515,6,horse,0.95374525
clip_vit_b_32_linear,translation_16_left,test_04642,4,deer,0.98187596
clip_vit_b_32_linear,translation_16_left,test_00852,9,truck,0.98261
clip_vit_b_32_linear,translation_16_left,test_01247,8,ship,0.98468566
clip_vit_b_32_linear,translation_16_left,test_07084,2,car,0.982854
clip_vit_b_32_linear,translation_16_left,test_05301,9,truck,0.9155175
clip_vit_b_32_linear,translation_16_left,test_05082,6,horse,0.966192
clip_vit_b_32_linear,translation_16_left,test_05077,4,deer,0.95652336
clip_vit_b_32_linear,translation_16_left,test_01563,3,cat,0.9562279
clip_vit_b_32_linear,translation_16_left,test_00029,7,monkey,0.91087866
clip_vit_b_32_linear,translation_16_left,test_03867,7,monkey,0.9521755
clip_vit_b_32_linear,translation_16_left,test_04620,6,horse,0.9703889
clip_vit_b_32_linear,translation_16_left,test_04065,2,car,0.9660408
clip_vit_b_32_linear,translation_16_left,test_01095,5,dog,0.9686842
clip_vit_b_32_linear,translation_16_left,test_04229,3,cat,0.98040795
clip_vit_b_32_linear,translation_16_left,test_03562,3,cat,0.96781486
clip_vit_b_32_linear,translation_16_left,test_02342,8,ship,0.9625915
clip_vit_b_32_linear,translation_16_left,test_01667,6,horse,0.97118753
clip_vit_b_32_linear,translation_16_left,test_07033,1,bird,0.95785326
clip_vit_b_32_linear,translation_16_left,test_01771,7,monkey,0.9432337
clip_vit_b_32_linear,translation_16_left,test_03157,8,ship,0.97267544
clip_vit_b_32_linear,translation_16_left,test_03851,3,cat,0.9797966
clip_vit_b_32_linear,translation_16_left,test_01287,7,monkey,0.9520758
clip_vit_b_32_linear,translation_16_left,test_07320,0,airplane,0.9580573
clip_vit_b_32_linear,translation_16_left,test_07600,6,horse,0.98281884
clip_vit_b_32_linear,translation_16_left,test_03852,5,dog,0.95235807
clip_vit_b_32_linear,translation_16_left,test_00269,7,monkey,0.9458988
clip_vit_b_32_linear,translation_16_left,test_01703,7,monkey,0.94957465
clip_vit_b_32_linear,translation_16_left,test_07776,5,dog,0.8213924
clip_vit_b_32_linear,translation_16_left,test_03891,4,deer,0.95360386
clip_vit_b_32_linear,translation_16_left,test_07009,0,airplane,0.95488065
clip_vit_b_32_linear,translation_16_left,test_04893,0,airplane,0.9772399
clip_vit_b_32_linear,translation_16_left,test_02351,9,truck,0.9650645
clip_vit_b_32_linear,translation_16_left,test_03550,1,bird,0.9589457
clip_vit_b_32_linear,translation_16_left,test_05719,7,monkey,0.9790436
clip_vit_b_32_linear,translation_16_left,test_01884,7,monkey,0.91798145
clip_vit_b_32_linear,translation_16_left,test_02898,4,deer,0.9826568
clip_vit_b_32_linear,translation_16_left,test_04640,1,bird,0.9244784
clip_vit_b_32_linear,translation_16_left,test_07610,4,deer,0.9558735
clip_vit_b_32_linear,translation_16_left,test_01833,8,ship,0.974799
clip_vit_b_32_linear,translation_16_left,test_06455,0,airplane,0.9794544
clip_vit_b_32_linear,translation_16_left,test_03893,9,truck,0.95592713
clip_vit_b_32_linear,translation_16_left,test_04731,6,horse,0.95279074
clip_vit_b_32_linear,translation_16_left,test_00929,6,horse,0.9821548
clip_vit_b_32_linear,translation_16_left,test_03962,6,horse,0.9802872
clip_vit_b_32_linear,translation_16_left,test_03778,3,cat,0.97719634
clip_vit_b_32_linear,translation_16_left,test_01429,4,deer,0.9406707
clip_vit_b_32_linear,translation_16_left,test_00049,2,car,0.9353465
clip_vit_b_32_linear,translation_16_left,test_00276,9,truck,0.92355424
clip_vit_b_32_linear,translation_16_left,test_06076,1,bird,0.9667004
clip_vit_b_32_linear,translation_16_left,test_01389,0,airplane,0.9579377
clip_vit_b_32_linear,translation_16_left,test_03362,2,car,0.97760934
clip_vit_b_32_linear,translation_16_left,test_00317,2,car,0.93661857
clip_vit_b_32_linear,translation_16_left,test_04675,0,airplane,0.97892165
clip_vit_b_32_linear,translation_16_left,test_05924,5,dog,0.9718051
clip_vit_b_32_linear,translation_16_left,test_00198,1,bird,0.9715666
clip_vit_b_32_linear,translation_16_left,test_07779,6,horse,0.9504462
clip_vit_b_32_linear,translation_16_left,test_04054,4,deer,0.9595086
clip_vit_b_32_linear,translation_16_left,test_05556,4,deer,0.9527138
clip_vit_b_32_linear,translation_16_left,test_02687,1,bird,0.8976991
clip_vit_b_32_linear,translation_16_left,test_01202,2,car,0.95479566
clip_vit_b_32_linear,translation_16_left,test_00097,5,dog,0.9600254
clip_vit_b_32_linear,translation_16_left,test_06033,4,deer,0.96729386
clip_vit_b_32_linear,translation_16_left,test_01711,7,monkey,0.9761545
clip_vit_b_32_linear,translation_16_left,test_01430,9,truck,0.96688384
clip_vit_b_32_linear,translation_16_left,test_00739,8,ship,0.98696107
clip_vit_b_32_linear,translation_16_left,test_03491,1,bird,0.9571868
clip_vit_b_32_linear,translation_16_left,test_01568,1,bird,0.9568236
clip_vit_b_32_linear,translation_16_left,test_01211,4,deer,0.9633197
clip_vit_b_32_linear,translation_16_left,test_04913,2,car,0.9761019
