model_name,condition,identifier,class_id,class_name,cosine_similarity
vit_b_16_linear,translation_8_up,test_00632,3,cat,0.9512108
vit_b_16_linear,translation_8_up,test_00131,9,truck,0.94457805
vit_b_16_linear,translation_8_up,test_07081,7,monkey,0.9772407
vit_b_16_linear,translation_8_up,test_01836,9,truck,0.971722
vit_b_16_linear,translation_8_up,test_06437,0,airplane,0.9738808
vit_b_16_linear,translation_8_up,test_06609,0,airplane,0.949548
vit_b_16_linear,translation_8_up,test_03467,7,monkey,0.9496623
vit_b_16_linear,translation_8_up,test_01401,3,cat,0.9245862
vit_b_16_linear,translation_8_up,test_01839,2,car,0.96672213
vit_b_16_linear,translation_8_up,test_04168,3,cat,0.9386189
vit_b_16_linear,translation_8_up,test_00035,2,car,0.9193342
vit_b_16_linear,translation_8_up,test_04177,8,ship,0.93491334
vit_b_16_linear,translation_8_up,test_07270,7,monkey,0.9746054
vit_b_16_linear,translation_8_up,test_02265,5,dog,0.96615756
vit_b_16_linear,translation_8_up,test_03288,7,monkey,0.9782368
vit_b_16_linear,translation_8_up,test_05451,8,ship,0.9563369
vit_b_16_linear,translation_8_up,test_04023,3,cat,0.96482563
vit_b_16_linear,translation_8_up,test_00261,1,bird,0.987385
vit_b_16_linear,translation_8_up,test_04570,5,dog,0.96956956
vit_b_16_linear,translation_8_up,test_04966,5,dog,0.94475615
vit_b_16_linear,translation_8_up,test_07955,1,bird,0.9710722
vit_b_16_linear,translation_8_up,test_06288,4,deer,0.94554067
vit_b_16_linear,translation_8_up,test_07810,8,ship,0.9632524
vit_b_16_linear,translation_8_up,test_01927,7,monkey,0.9703506
vit_b_16_linear,translation_8_up,test_01871,1,bird,0.9717971
vit_b_16_linear,translation_8_up,test_06922,5,dog,0.9509264
vit_b_16_linear,translation_8_up,test_03512,4,deer,0.8974427
vit_b_16_linear,translation_8_up,test_04754,6,horse,0.94863063
vit_b_16_linear,translation_8_up,test_00714,2,car,0.9098671
vit_b_16_linear,translation_8_up,test_02191,8,ship,0.9492144
vit_b_16_linear,translation_8_up,test_04615,0,airplane,0.97534484
vit_b_16_linear,translation_8_up,test_04662,8,ship,0.9716637
vit_b_16_linear,translation_8_up,test_05915,9,truck,0.93945765
vit_b_16_linear,translation_8_up,test_00766,4,deer,0.8990602
vit_b_16_linear,translation_8_up,test_05218,2,car,0.9739019
vit_b_16_linear,translation_8_up,test_02340,8,ship,0.9436485
vit_b_16_linear,translation_8_up,test_01954,8,ship,0.9234952
vit_b_16_linear,translation_8_up,test_07875,8,ship,0.95208466
vit_b_16_linear,translation_8_up,test_03418,6,horse,0.98214924
vit_b_16_linear,translation_8_up,test_05572,9,truck,0.9518082
vit_b_16_linear,translation_8_up,test_05977,7,monkey,0.98348325
vit_b_16_linear,translation_8_up,test_05123,1,bird,0.95947105
vit_b_16_linear,translation_8_up,test_05851,9,truck,0.9799287
vit_b_16_linear,translation_8_up,test_04094,9,truck,0.91862357
vit_b_16_linear,translation_8_up,test_04254,6,horse,0.94125956
vit_b_16_linear,translation_8_up,test_02501,7,monkey,0.9636511
